raxml -m GTRCAT -c 25 -p 12345 -T 4 -N 100
Alignment sites: 822 6270
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 14 completely undetermined sites that will be automatically removed from the input data
Alignment has 5084 distinct alignment patterns
Proportion of gaps and completely undetermined characters in this alignment: 44.31%
Partition: 0
Alignment Patterns: 5084
DataType: DNA
Substitution Matrix: GTR
Partition: 0
Base frequencies: 0.286 0.187 0.207 0.321
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.396802 3.140804 0.671221 0.966712 3.138661 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.390275 3.142601 0.680820 0.975791 3.144992 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.366573 3.174905 0.654538 0.955699 3.111363 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.382865 3.165357 0.671638 0.970559 3.109348 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.397959 3.185779 0.678792 0.977295 3.145138 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.574179 3.303002 0.701657 1.040031 3.395455 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.395602 3.180193 0.676765 0.968219 3.123852 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.385531 3.146201 0.675186 0.981184 3.139778 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.384502 3.143179 0.674233 0.979442 3.143935 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.326947 3.110457 0.657748 0.922600 3.058792 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.385848 3.170582 0.673179 0.979373 3.152465 1.000000
alpha[0]: 1.000000 rates[0] ac ag at cg ct gt: 1.406689 3.156066 0.677772 0.976491 3.150034 1.000000
